Trip ID,Date and Time,Distance Driven (miles_driven),Load Type,Delivery Status,Fuel Efficiency (MPG),Diesel Fuel Used (gallons),Driver Name,Driver Experience (years),Hours Worked,Driver Profit ($),Delivery Cost ($),Fuel Cost ($),Profit Margin (%),Cost per Mile ($),Profit per Mile ($),Fuel Cost per Mile ($),Total Revenue ($),Load Time (hrs),Unload Time (hrs),Total Load/Unload Time (hrs),Customer Location,Order Quantity (gallons),Fuel Prices ($/gallon),Delivery Frequency (days)
TRIP-0895,2023-11-22 17:48:06.486486488,291,Diesel,Incomplete,7.98,196,Driver_10,2,11,1900,1864,351.74,24.07,2.91,1.41,1.87,1834,2.47,2.2,5.97,CityD,3810,4.94,25
TRIP-0896,2023-11-23 02:32:47.567567568,300,Diesel,On-Time,7.26,164,Driver_1,10,13,477,3208,1405.41,24.13,1.18,1.83,0.82,7026,2.17,1.98,2.5,CityA,5085,4.61,29
TRIP-0897,2023-11-23 11:17:28.648648648,414,Ethanol,Late,5.27,138,Driver_2,28,7,1188,1424,769.25,13.91,2.24,2.68,1.93,9472,1.9,1.39,4.45,CityB,8608,3.72,1
TRIP-0898,2023-11-23 20:02:09.729729732,54,Gasoline,Incomplete,5.87,134,Driver_4,16,6,1523,651,395.2,11.85,2.17,2.22,1.84,8970,2.52,2.5,2.8,CityE,4909,3.96,5
TRIP-0899,2023-11-24 04:46:50.810810812,168,Gasoline,Late,5.33,177,Driver_10,6,9,788,1085,558.23,25.03,4.24,0.78,1.33,7818,1.14,1.55,3.05,CityD,8373,3.58,5
TRIP-0900,2023-11-24 13:31:31.891891892,338,Ethanol,Incomplete,6.95,189,Driver_9,28,12,848,1412,218.58,14.43,1.35,0.87,1.24,6028,2.35,1.76,4.98,CityD,6551,4.19,8
TRIP-0901,2023-11-24 22:16:12.972972972,423,Diesel,On-Time,7.3,298,Driver_4,2,8,817,2821,782.21,27.58,4.22,1.57,0.87,5703,2.99,1.75,5.91,CityD,9076,4.43,22
TRIP-0902,2023-11-25 07:00:54.054054056,114,Ethanol,On-Time,7.78,238,Driver_8,2,8,1830,995,1301.72,6.74,3.68,0.99,0.23,2772,2.56,1.49,4.38,CityA,794,3.89,22
TRIP-0903,2023-11-25 15:45:35.135135136,195,Gasoline,Late,6.31,218,Driver_4,26,10,334,4295,1410.33,6.46,3.93,0.57,0.43,3164,1.58,1.86,5.4,CityD,1738,4.75,22
TRIP-0904,2023-11-26 00:30:16.216216216,273,Ethanol,On-Time,7.7,210,Driver_6,13,10,779,2648,1409.01,28.18,2.73,2.51,1.56,8111,1.56,1.95,2.04,CityD,8541,4.03,20
TRIP-0905,2023-11-26 09:14:57.297297300,288,Ethanol,Late,7.63,227,Driver_5,24,8,1370,1056,319.06,21.21,3.72,0.55,1.05,9383,2.33,2.49,2.15,CityB,3316,3.29,15
TRIP-0906,2023-11-26 17:59:38.378378380,226,Gasoline,Incomplete,5.95,166,Driver_1,15,14,689,2052,665.77,14.49,3.44,2.58,0.47,3835,2.79,2.53,4.39,CityC,1598,4.24,17
TRIP-0907,2023-11-27 02:44:19.459459460,316,Gasoline,On-Time,7.61,245,Driver_4,28,9,677,2620,188.11,23.88,4.08,0.86,0.68,3665,2.16,1.32,3.56,CityB,2237,3.92,19
TRIP-0908,2023-11-27 11:29:00.540540540,390,Diesel,Incomplete,6.13,176,Driver_4,2,8,1382,3585,1304.47,21.81,2.79,2.94,1.91,7113,2.05,2.19,5.56,CityB,2689,4.87,29
TRIP-0909,2023-11-27 20:13:41.621621624,331,Diesel,Incomplete,5.89,283,Driver_2,7,7,583,4004,634.32,18.28,2.89,2.01,0.86,3563,1.32,2.79,3.21,CityC,3265,3.78,13
TRIP-0910,2023-11-28 04:58:22.702702704,112,Gasoline,On-Time,6.95,298,Driver_8,3,14,362,656,1002.01,7.47,3.57,2.34,1.83,9498,2.43,1.22,3.73,CityC,1722,3.81,26
TRIP-0911,2023-11-28 13:43:03.783783784,266,Diesel,On-Time,5.99,120,Driver_4,8,9,640,1234,1115.11,25.3,1.43,0.78,0.75,9131,2.4,1.95,4.11,CityD,7049,4.3,28
TRIP-0912,2023-11-28 22:27:44.864864864,391,Gasoline,On-Time,6.89,135,Driver_10,23,8,1412,3776,730.29,26.65,2.74,2.66,1.18,9723,2.93,2.5,3.09,CityB,910,4.05,27
TRIP-0913,2023-11-29 07:12:25.945945948,364,Ethanol,Incomplete,6.83,296,Driver_4,14,12,614,654,563.7,9.3,4.89,2.6,0.24,3696,1.6,2.22,5.63,CityA,3445,3.75,22
TRIP-0914,2023-11-29 15:57:07.027027028,332,Diesel,Late,6.69,82,Driver_7,24,13,1562,1496,1448.99,26.26,1.15,2.13,1.14,5687,2.51,1.2,3.86,CityE,8602,4.98,21
TRIP-0915,2023-11-30 00:41:48.108108108,226,Gasoline,Late,6.14,130,Driver_4,30,7,1830,2794,1452.06,26.95,2.26,1.76,1.35,8321,1.87,1.79,3.7,CityE,5286,3.6,10
TRIP-0916,2023-11-30 09:26:29.189189192,466,Ethanol,Incomplete,6.65,201,Driver_9,23,12,1404,3405,540.74,18.74,2.26,2.3,0.62,8013,2.12,2.01,5.4,CityE,9569,3.56,17
TRIP-0917,2023-11-30 18:11:10.270270272,147,Ethanol,Incomplete,6.79,110,Driver_6,27,10,487,1677,797.49,21.4,3.53,0.51,1.24,8704,2.63,2.99,3.25,CityB,1286,4.73,5
TRIP-0918,2023-12-01 02:55:51.351351352,154,Gasoline,Incomplete,6.64,110,Driver_5,22,10,386,653,1463.34,14.56,1.42,1.98,1.36,6571,1.44,1.36,5.27,CityC,2609,3.01,18
TRIP-0919,2023-12-01 11:40:32.432432432,148,Gasoline,On-Time,6.33,147,Driver_7,29,8,1361,4687,156.57,12.04,3.51,2.62,1.44,8336,1.69,2.96,2.49,CityD,5946,3.4,17
TRIP-0920,2023-12-01 20:25:13.513513516,434,Ethanol,Late,5.04,77,Driver_8,7,10,329,2216,707.12,23.05,1.38,1.39,1.6,1058,2.55,1.75,2.73,CityD,6335,4.18,4
TRIP-0921,2023-12-02 05:09:54.594594596,454,Ethanol,Late,6.76,235,Driver_9,21,7,393,3702,285.62,26.55,1.38,0.77,0.76,2140,2.14,1.4,5.8,CityE,2486,3.32,22
TRIP-0922,2023-12-02 13:54:35.675675676,360,Gasoline,Late,5.51,92,Driver_6,7,9,515,3357,837.36,21.35,3.91,1.55,1.22,3562,1.18,1.83,5.37,CityD,8626,4.97,7
TRIP-0923,2023-12-02 22:39:16.756756756,55,Gasoline,Late,6.93,218,Driver_5,1,11,343,1286,183.3,17.79,2.3,2.32,1.97,3852,1.86,2.23,3.55,CityA,9570,3.93,25
TRIP-0924,2023-12-03 07:23:57.837837840,246,Ethanol,Late,7.28,216,Driver_5,17,6,215,4868,699.31,8.97,4.91,0.77,1.82,7641,2.17,1.43,4.55,CityA,7800,4.19,5
TRIP-0925,2023-12-03 16:08:38.918918920,400,Ethanol,Late,6.5,135,Driver_6,9,9,1525,4772,447.94,6.34,1.15,1.02,1.91,1941,2.82,1.58,5.77,CityC,6209,3.32,8
TRIP-0926,2023-12-04 00:53:20.000000000,182,Gasoline,Incomplete,6.63,226,Driver_9,30,11,622,4267,869.97,16.14,2.78,0.87,0.9,7541,1.38,2.71,2.85,CityD,2903,3.58,8
TRIP-0927,2023-12-04 09:38:01.081081080,407,Gasoline,Incomplete,7.85,66,Driver_8,21,14,444,3378,1494.59,6.23,1.45,2.49,1.62,8430,2.61,3.0,2.24,CityB,8762,4.23,11
TRIP-0928,2023-12-04 18:22:42.162162164,308,Ethanol,On-Time,7.54,147,Driver_8,13,7,1126,1142,1230.72,19.23,2.41,0.66,1.32,2421,1.26,1.64,4.15,CityD,4901,4.1,9
TRIP-0929,2023-12-05 03:07:23.243243244,486,Gasoline,Incomplete,7.74,247,Driver_2,21,12,1330,1165,1291.62,14.57,4.99,2.22,0.35,6765,1.48,1.3,2.57,CityB,7201,4.57,19
TRIP-0930,2023-12-05 11:52:04.324324324,72,Gasoline,Incomplete,7.44,287,Driver_8,19,11,1311,3926,1007.61,23.93,4.56,1.42,1.68,1435,1.49,2.59,2.75,CityE,3795,3.54,19
TRIP-0931,2023-12-05 20:36:45.405405408,102,Gasoline,Late,5.33,247,Driver_6,21,7,328,4283,206.11,12.64,1.19,2.39,1.42,1839,2.75,2.2,5.57,CityB,9453,4.31,9
TRIP-0932,2023-12-06 05:21:26.486486488,214,Gasoline,On-Time,5.45,147,Driver_4,19,13,1106,4201,429.18,19.82,3.25,2.91,0.56,5001,1.4,1.2,2.03,CityE,2621,3.58,23
TRIP-0933,2023-12-06 14:06:07.567567568,251,Diesel,Late,6.58,114,Driver_6,25,12,1086,1569,1398.84,18.44,3.59,0.79,0.34,6248,2.57,2.89,5.27,CityA,4082,4.17,20
TRIP-0934,2023-12-06 22:50:48.648648648,132,Diesel,On-Time,5.74,123,Driver_6,25,10,540,2849,644.25,5.12,1.84,1.29,1.71,5959,1.92,1.16,4.07,CityD,4697,4.21,17
TRIP-0935,2023-12-07 07:35:29.729729732,194,Ethanol,Incomplete,6.43,134,Driver_7,22,10,203,1712,289.91,6.81,1.58,2.53,0.34,2650,3.0,2.25,4.24,CityC,6200,3.24,16
TRIP-0936,2023-12-07 16:20:10.810810812,134,Diesel,Incomplete,6.18,54,Driver_1,17,12,1550,1652,1098.25,12.26,4.62,1.17,0.36,6828,2.68,1.85,4.69,CityD,7732,4.1,7
TRIP-0937,2023-12-08 01:04:51.891891892,127,Gasoline,Late,6.65,51,Driver_10,23,14,1633,3011,554.27,27.06,4.88,1.04,0.97,3261,2.48,2.11,3.73,CityE,4788,3.02,26
TRIP-0938,2023-12-08 09:49:32.972972972,415,Diesel,Late,7.24,71,Driver_4,23,14,505,643,512.96,8.68,4.97,2.56,0.44,6894,2.74,1.43,2.46,CityD,1585,4.0,22
TRIP-0939,2023-12-08 18:34:14.054054056,50,Ethanol,Late,7.15,161,Driver_3,30,14,1107,2989,1497.27,22.77,4.16,2.97,1.84,7278,2.27,2.38,2.41,CityC,9145,4.4,3
TRIP-0940,2023-12-09 03:18:55.135135136,100,Ethanol,Incomplete,6.56,106,Driver_1,10,11,806,3728,1308.49,29.33,3.65,1.89,1.05,4889,2.69,2.92,5.02,CityE,3121,3.15,30
TRIP-0941,2023-12-09 12:03:36.216216216,222,Ethanol,Incomplete,7.47,115,Driver_5,10,11,1944,3705,700.72,24.76,2.38,1.2,1.22,7897,1.52,1.92,2.88,CityE,9310,4.88,21
TRIP-0942,2023-12-09 20:48:17.297297300,254,Diesel,Incomplete,6.29,123,Driver_9,4,8,1448,4743,1473.35,11.07,1.69,1.5,1.87,2326,1.2,2.05,2.11,CityC,9328,3.92,19
TRIP-0943,2023-12-10 05:32:58.378378380,309,Diesel,On-Time,7.69,147,Driver_10,8,6,1571,3642,1027.65,27.71,1.32,0.93,1.15,6901,2.23,1.48,5.92,CityD,2848,4.88,8
TRIP-0944,2023-12-10 14:17:39.459459460,495,Diesel,Late,5.21,193,Driver_10,22,12,1191,3804,1151.73,7.33,3.77,2.4,0.84,4358,1.87,2.78,5.92,CityC,5374,3.21,5
TRIP-0945,2023-12-10 23:02:20.540540540,498,Ethanol,On-Time,7.86,161,Driver_7,20,9,520,1857,192.54,16.7,4.14,2.43,1.63,2585,1.85,2.94,3.51,CityB,3536,4.9,26
TRIP-0946,2023-12-11 07:47:01.621621624,418,Gasoline,Incomplete,6.96,228,Driver_5,20,6,758,3213,314.17,27.19,4.31,2.69,1.0,6645,2.05,2.57,2.1,CityA,2849,3.22,26
TRIP-0947,2023-12-11 16:31:42.702702704,337,Gasoline,Incomplete,6.14,174,Driver_3,18,13,1404,4685,1004.66,21.03,4.66,0.57,0.77,1388,1.72,2.09,4.91,CityC,6243,3.92,6
TRIP-0948,2023-12-12 01:16:23.783783784,83,Ethanol,On-Time,5.59,216,Driver_4,14,11,817,1857,1363.68,15.34,4.52,1.9,1.5,3791,2.25,2.91,5.32,CityE,4932,4.88,2
TRIP-0949,2023-12-12 10:01:04.864864864,397,Ethanol,Late,6.44,135,Driver_6,18,11,910,4794,992.05,12.32,5.0,1.04,1.64,4332,1.06,1.31,2.5,CityB,6675,3.47,24
TRIP-0950,2023-12-12 18:45:45.945945948,144,Ethanol,Late,5.58,125,Driver_4,28,7,1609,3692,330.93,14.38,1.98,1.35,1.63,1703,2.94,1.96,2.54,CityA,7765,3.07,25
TRIP-0951,2023-12-13 03:30:27.027027028,121,Ethanol,Incomplete,5.5,137,Driver_7,14,6,1841,800,306.28,17.72,4.05,2.46,1.96,6834,2.85,2.08,5.29,CityC,6603,4.59,19
TRIP-0952,2023-12-13 12:15:08.108108108,88,Gasoline,Incomplete,6.85,288,Driver_10,20,7,1995,1223,1289.65,12.98,3.35,0.98,1.62,3820,2.87,1.98,5.69,CityA,7858,4.19,13
TRIP-0953,2023-12-13 20:59:49.189189192,203,Diesel,Incomplete,6.57,217,Driver_4,21,9,1331,3510,338.06,29.22,2.04,2.1,1.59,9053,1.73,2.6,5.16,CityD,9763,4.03,6
TRIP-0954,2023-12-14 05:44:30.270270272,299,Diesel,Late,7.01,87,Driver_8,24,7,730,567,852.31,28.33,4.93,2.14,1.74,5959,2.06,2.34,2.8,CityE,2531,3.07,6
TRIP-0955,2023-12-14 14:29:11.351351352,211,Gasoline,On-Time,7.79,237,Driver_9,15,6,609,4336,200.1,26.77,4.59,2.89,0.2,2059,2.91,1.25,3.65,CityC,1749,4.31,2
TRIP-0956,2023-12-14 23:13:52.432432432,487,Diesel,Incomplete,6.6,108,Driver_6,22,12,1519,4493,258.9,15.55,1.51,2.44,0.85,2301,2.8,1.69,4.4,CityE,9987,3.34,26
TRIP-0957,2023-12-15 07:58:33.513513516,167,Gasoline,Incomplete,6.74,187,Driver_5,30,13,1017,3006,1057.67,22.28,1.1,2.51,1.53,9865,2.58,1.68,2.64,CityB,7308,4.86,24
TRIP-0958,2023-12-15 16:43:14.594594596,308,Diesel,On-Time,5.27,148,Driver_8,4,11,1394,2037,1080.39,27.57,3.75,1.83,1.28,8696,1.81,2.13,2.84,CityB,4056,4.37,5
TRIP-0959,2023-12-16 01:27:55.675675676,428,Gasoline,Late,7.15,241,Driver_8,13,9,1554,897,610.98,26.26,3.42,0.97,0.52,5299,2.13,1.58,3.13,CityA,9019,4.41,11
TRIP-0960,2023-12-16 10:12:36.756756756,355,Diesel,Incomplete,6.2,292,Driver_8,27,11,692,3857,441.07,15.36,4.74,1.56,0.75,7071,2.59,1.23,4.04,CityB,9488,3.47,11
TRIP-0961,2023-12-16 18:57:17.837837840,317,Ethanol,Late,7.93,112,Driver_3,23,8,1418,1663,1248.51,7.81,1.94,1.87,0.81,5112,1.55,2.31,4.04,CityB,5799,4.76,24
TRIP-0962,2023-12-17 03:41:58.918918920,498,Ethanol,Incomplete,7.47,98,Driver_6,8,13,211,1055,443.09,6.89,1.34,2.2,1.22,8881,2.25,2.7,5.26,CityC,3594,4.08,14
TRIP-0963,2023-12-17 12:26:40.000000000,103,Diesel,Late,6.57,241,Driver_3,18,7,394,4161,881.74,19.43,2.04,2.02,1.7,9401,2.66,2.86,5.01,CityE,3477,4.71,13
TRIP-0964,2023-12-17 21:11:21.081081080,285,Gasoline,On-Time,5.37,81,Driver_3,12,10,689,2251,1457.08,21.07,1.08,1.48,1.88,1498,2.41,2.95,5.65,CityA,1462,3.54,30
TRIP-0965,2023-12-18 05:56:02.162162164,438,Diesel,Incomplete,7.58,184,Driver_9,23,6,994,3441,349.6,26.25,1.14,1.16,1.55,9620,1.96,2.56,5.33,CityB,6225,4.51,8
TRIP-0966,2023-12-18 14:40:43.243243244,271,Diesel,Incomplete,7.4,70,Driver_8,14,11,1080,3157,1420.18,12.31,4.66,0.92,1.72,8245,2.17,1.28,3.02,CityE,5989,4.15,15
TRIP-0967,2023-12-18 23:25:24.324324324,300,Ethanol,Incomplete,5.55,69,Driver_3,2,7,381,3295,396.91,9.19,2.41,2.23,1.05,3105,2.98,2.71,3.33,CityD,1768,3.1,12
TRIP-0968,2023-12-19 08:10:05.405405408,362,Gasoline,Incomplete,5.89,203,Driver_9,18,9,1161,2829,916.05,14.48,2.64,2.11,0.9,6327,2.2,1.8,4.0,CityC,5779,3.81,3
TRIP-0969,2023-12-19 16:54:46.486486488,450,Ethanol,Incomplete,7.38,176,Driver_1,24,11,855,2459,658.96,13.84,1.07,2.22,0.91,6630,2.57,2.46,2.06,CityB,872,3.37,21
TRIP-0970,2023-12-20 01:39:27.567567568,161,Diesel,On-Time,5.56,117,Driver_9,2,13,1539,2101,1452.65,8.31,2.08,1.43,1.31,4206,2.45,2.06,5.62,CityB,4880,3.72,23
TRIP-0971,2023-12-20 10:24:08.648648648,304,Ethanol,Incomplete,7.75,159,Driver_1,11,13,893,3293,519.28,21.81,4.22,1.16,0.42,8137,2.4,2.66,2.18,CityB,8117,3.77,5
TRIP-0972,2023-12-20 19:08:49.729729732,352,Gasoline,Incomplete,6.27,165,Driver_2,9,11,229,1980,689.54,17.72,3.46,2.4,1.24,3569,2.43,1.85,3.29,CityE,6779,3.95,6
TRIP-0973,2023-12-21 03:53:30.810810812,456,Diesel,Late,5.26,263,Driver_1,12,9,1819,1602,1476.86,23.03,4.02,2.43,1.4,3628,1.91,1.12,4.28,CityC,595,4.2,2
TRIP-0974,2023-12-21 12:38:11.891891892,256,Diesel,Incomplete,7.45,192,Driver_1,17,13,1901,3776,874.24,13.82,2.79,1.64,0.99,7764,1.95,2.11,4.07,CityC,4869,4.14,8
TRIP-0975,2023-12-21 21:22:52.972972972,278,Ethanol,Late,6.12,169,Driver_7,15,13,1319,1799,828.55,13.14,2.24,2.03,1.92,2067,1.94,1.34,4.62,CityE,4441,3.08,5
TRIP-0976,2023-12-22 06:07:34.054054056,390,Gasoline,On-Time,6.58,281,Driver_3,25,6,1604,4379,498.0,16.81,2.93,1.43,1.29,2506,1.07,2.93,4.11,CityA,7521,4.5,22
TRIP-0977,2023-12-22 14:52:15.135135136,447,Gasoline,Late,5.34,262,Driver_4,17,9,977,2035,1096.84,26.94,2.29,2.25,0.6,4013,1.48,2.05,2.92,CityC,9892,4.9,17
TRIP-0978,2023-12-22 23:36:56.216216216,115,Gasoline,Late,5.01,128,Driver_2,26,9,643,577,169.4,6.01,4.36,2.59,1.06,7642,1.31,2.11,2.8,CityE,4444,3.7,26
TRIP-0979,2023-12-23 08:21:37.297297300,124,Gasoline,On-Time,6.91,263,Driver_3,29,12,497,3331,216.84,25.12,2.19,2.22,1.42,5066,2.77,2.81,5.63,CityE,6368,3.36,2
TRIP-0980,2023-12-23 17:06:18.378378380,484,Gasoline,On-Time,6.55,165,Driver_1,26,12,1007,3910,959.13,14.22,3.64,1.78,0.78,1947,1.55,2.25,3.06,CityB,5896,4.08,11
TRIP-0981,2023-12-24 01:50:59.459459460,152,Diesel,Late,6.78,141,Driver_4,18,13,1960,3221,611.26,26.37,1.55,1.65,0.34,5389,1.28,1.61,3.12,CityE,8541,4.41,4
TRIP-0982,2023-12-24 10:35:40.540540540,471,Diesel,Late,7.38,63,Driver_9,22,10,1044,4127,1436.98,25.06,3.75,2.11,1.25,9143,1.24,1.59,3.65,CityB,631,4.36,11
TRIP-0983,2023-12-24 19:20:21.621621624,241,Gasoline,On-Time,6.94,204,Driver_8,6,12,1215,2032,1369.31,13.72,4.65,2.2,1.91,2171,2.4,2.0,2.56,CityD,7790,4.22,9
TRIP-0984,2023-12-25 04:05:02.702702704,301,Gasoline,On-Time,5.52,174,Driver_6,17,13,1584,737,1113.5,22.35,3.43,1.9,1.07,7114,1.01,2.73,4.03,CityE,7016,3.29,6
TRIP-0985,2023-12-25 12:49:43.783783784,275,Diesel,On-Time,6.08,282,Driver_1,23,14,1597,2496,1254.5,8.99,3.24,2.06,1.83,1171,1.94,2.59,4.66,CityC,9841,4.67,24
TRIP-0986,2023-12-25 21:34:24.864864864,343,Diesel,On-Time,7.72,217,Driver_10,24,8,753,3927,1050.9,27.41,4.84,0.74,1.7,6682,1.24,2.93,5.14,CityB,6406,3.85,2
TRIP-0987,2023-12-26 06:19:05.945945948,355,Gasoline,On-Time,7.31,107,Driver_10,18,8,502,777,319.54,15.11,3.51,2.88,0.47,6856,2.7,1.14,4.85,CityD,1307,3.44,26
TRIP-0988,2023-12-26 15:03:47.027027028,147,Gasoline,Late,6.67,77,Driver_8,8,9,620,3589,1183.48,16.39,2.04,2.48,1.47,7209,2.92,1.54,2.59,CityA,550,3.17,15
TRIP-0989,2023-12-26 23:48:28.108108108,387,Diesel,On-Time,5.77,75,Driver_8,9,10,1469,1023,433.76,22.64,2.17,1.43,0.98,4577,2.92,1.16,3.82,CityA,5777,3.83,5
TRIP-0990,2023-12-27 08:33:09.189189192,335,Ethanol,Incomplete,5.91,162,Driver_1,6,6,1943,4775,586.65,25.52,3.82,1.91,0.65,9380,1.88,2.5,2.15,CityA,555,4.24,28
TRIP-0991,2023-12-27 17:17:50.270270272,384,Ethanol,Incomplete,7.2,240,Driver_1,5,12,1460,4718,1255.97,10.91,3.94,0.62,1.44,5076,2.29,1.28,2.07,CityB,4164,4.33,12
TRIP-0992,2023-12-28 02:02:31.351351352,396,Ethanol,Incomplete,7.55,115,Driver_9,12,14,1757,3622,874.31,21.53,2.21,0.6,1.54,1157,2.2,1.2,3.76,CityE,1243,4.93,13
TRIP-0993,2023-12-28 10:47:12.432432432,484,Diesel,Incomplete,7.01,202,Driver_9,25,13,384,2297,1310.92,14.8,2.38,1.13,0.52,8777,1.7,2.12,3.01,CityB,6530,3.31,17
TRIP-0994,2023-12-28 19:31:53.513513516,496,Diesel,On-Time,7.43,297,Driver_7,29,10,667,2631,437.6,14.22,4.96,2.22,1.85,3717,1.89,1.82,4.73,CityA,8631,4.97,4
TRIP-0995,2023-12-29 04:16:34.594594596,357,Diesel,Incomplete,7.3,180,Driver_1,28,9,953,1315,970.5,22.25,1.41,2.63,1.55,9437,1.13,2.43,4.9,CityE,579,4.31,10
TRIP-0996,2023-12-29 13:01:15.675675676,298,Ethanol,Late,5.45,249,Driver_1,11,12,562,3194,263.12,14.68,2.62,1.9,1.88,3795,2.59,1.97,5.58,CityD,3466,3.91,1
TRIP-0997,2023-12-29 21:45:56.756756756,215,Gasoline,Incomplete,6.27,93,Driver_9,25,10,1506,942,1018.13,13.65,1.25,1.83,0.77,8200,1.48,1.85,5.04,CityA,4228,4.78,11
TRIP-0998,2023-12-30 06:30:37.837837840,384,Diesel,On-Time,5.46,146,Driver_5,1,12,1776,3640,1179.42,25.9,4.28,1.51,1.89,8528,1.92,1.85,2.19,CityC,5036,4.39,16
TRIP-0999,2023-12-30 15:15:18.918918920,79,Diesel,Incomplete,5.71,91,Driver_9,11,6,535,642,939.66,7.53,1.37,0.9,0.86,3377,1.96,2.74,3.49,CityE,625,3.7,11
TRIP-1000,2023-12-31 00:00:00.000000000,296,Diesel,Late,7.61,293,Driver_5,19,6,361,4787,509.41,21.9,3.7,0.8,0.3,2810,2.12,1.79,3.09,CityB,6313,4.77,9
